rec,include,cat,new_species,marker,genBank_accession_no,BIN,SRA_NO,taxonConceptID,scientificName/TCID,phylum,lower_taxon,catalog_no,in-house_spec_no,typeStatus,year_date,cruise,contractor_Area,STATION-collection_code,lat,long,depth,data_name,database_link,DATA_SOURCE,ref_short,ref2,record_elsewhere,note
1309,,sequence,,16S,MK970959,,,,Aurospio sp. T,Annelida,,,260_Aurospio_20,,,SO 239,Ifremer,90,,,4896,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 090-IOM-0262
1310,,sequence,,16S,MK970863,,,,Prionospio sp. C,Annelida,,,261_Prionospio_29,,,SO 239,IOM,90,,,4434,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 090-IOM-0263
1311,,sequence,,16S,MK970981,,,,Prionospio sp. H,Annelida,,,262_Prionospio_73 ,,,SO 239,IOM,90,,,4896,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 090-IOM-0264
1312,,sequence,,16S,MK971104,,,,Prionospio sp. H,Annelida,,,264_Prionospio_73,,,SO 239,IOM,90,,,4896,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 090-IOM-0266
1313,,sequence,,16S,MK970952,,,,Aurospio sp. T,Annelida,,,267_Aurospio_20 ,,,SO 239,IOM,94,,,4414,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 094-IOM-0269
1314,,sequence,,16S,MK970943,,,,Prionospio sp. B,Annelida,,,268_Prionospio_268,,,SO 239,Ifremer,94,,,NA,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 094-IOM-0270
1315,,sequence,,16S,MK971003,,,,Aurospio dibranchiata,Annelida,,,269_Aurospio_249,,,SO 239,Ifremer,94,,,4957,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 094-IOM-0271
1316,,sequence,,16S,MK971026,,,,Aurospio dibranchiata,Annelida,,,270_Aurospio_249 ,,,SO 239,Ifremer,94,,,NA,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 094-IOM-0272
1317,,sequence,,16S,MK971110,,,,Aurospio sp. T,Annelida,,,276_Aurospio_20,,,SO 239,IOM,94,,,4414,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 094-IOM-0278
1318,,sequence,,16S,MK971043,,,,Aurospio dibranchiata,Annelida,,,288_Aurospio_249 ,,,SO 239,Ifremer,95,,,NA,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 095-IOM-0290
1319,,sequence,,16S,MK971007,,,,Aurospio sp. T,Annelida,,,292_Aurospio_20 ,,,SO 239,IOM,97,,,4421,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 097-IOM-0294
1320,,sequence,,16S,MK970966,,,,Aurospio dibranchiata,Annelida,,,332_Aurospio_249,,,SO 239,Ifremer,106,,,4896,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 106-IOM-0333
1321,,sequence,,16S,MK971010,,,,Aurospio sp. T,Annelida,,,333_Aurospio_20 ,,,SO 239,IOM,106,,,4425,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 106-IOM-0334
1322,,sequence,,16S,MK970886,,,,Aurospio sp. T,Annelida,,,359_Aurospio_20,,,SO 239,GSR,119,,,4516,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 119-GSR-0359
1323,,sequence,,16S,MK970885,,,,Aurospio sp. T,Annelida,,,362_Aurospio_20,,,SO 239,GSR,119,,,4516,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 119-GSR-0362
1324,,sequence,,16S,MK970937,,,,Aurospio sp. S,Annelida,,,371_Aurospio_80,,,SO 239,GSR,119,,,4516,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 119-GSR-0368
1325,,sequence,,16S,MK970895,,,,Prionospio sp. E,Annelida,,,379_Prionospio_14,,,SO 239,GSR,127,,,4514,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 127-GSR-0376
1326,,sequence,,16S,MK970942,,,,Aurospio sp. T,Annelida,,,380_Aurospio_20 ,,,SO 239,GSR,127,,,4514,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 127-GSR-0377
1327,,sequence,,16S,MK970984,,,,Aurospio sp. T,Annelida,,,386_Aurospio_20 ,,,SO 239,GSR,127,,,4514,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 127-GSR-0382
1328,,sequence,,16S,MK971122,,,,Prionospio sp. B,Annelida,,,387_Prionospio_268,,,SO 239,GSR,127,,,4514,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 127-GSR-0383
1329,,sequence,,16S,MK970946,,,,Aurospio dibranchiata,Annelida,,,388_Aurospio_249 ,,,SO 239,GSR,127,,,4514,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 127-GSR-0384
1330,,sequence,,16S,MK971070,,,,Aurospio dibranchiata,Annelida,,,389_Aurospio_249,,,SO 239,GSR,127,,,4514,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 127-GSR-0385
1331,,sequence,,16S,MK970933,,,,Aurospio sp. T,Annelida,,,390_Aurospio_20,,,SO 239,GSR,127,,,4514,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 127-GSR-0386
1332,,sequence,,16S,MK970950,,,,Aurospio dibranchiata,Annelida,,,398_Aurospio_249,,,SO 239,GSR,128,,,4511,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 128-GSR-0394
1333,,sequence,,16S,MK970938,,,,Aurospio sp. T,Annelida,,,399_Aurospio_20,,,SO 239,GSR,128,,,4511,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 128-GSR-0395
1334,,sequence,,16S,MK971005,,,,Prionospio sp. B,Annelida,,,400_Prionospio_268,,,SO 239,GSR,128,,,4511,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 128-GSR-0396
1335,,sequence,,16S,MK971129,,,,Prionospio sp. B,Annelida,,,401_Prionospio_268,,,SO 239,GSR,128,,,4511,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 128-GSR-0397
1336,,sequence,,16S,MK970849,,,,Prionospio sp. B,Annelida,,,434a_Prionospio_268,,,SO 239,GSR,138,,,4503,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 138-GSR-0447
1337,,sequence,,16S,MK970924,,,,Prionospio sp. C,Annelida,,,435a_Prionospio_29,,,SO 239,GSR,138,,,4503,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 138-GSR-0449
1338,,sequence,,16S,MK971112,,,,Prionospio sp. B,Annelida,,,453a_Prionospio_268,,,SO 239,GSR,138,,,4503,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 138-GSR-0482
1339,,sequence,,16S,MK970936,,,,Aurospio dibranchiata,Annelida,,,495_Aurospio_249,,,SO 239,Ifremer,162,,,4951,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 162-Ifr-0532
1340,,sequence,,16S,MK970971,,,,Aurospio dibranchiata,Annelida,,,501_Aurospio_249,,,SO 239,Ifremer,169,,,4964,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 169-Ifr-0538
1341,,sequence,,16S,MK971068,,,,Aurospio dibranchiata,Annelida,,,503_Aurospio_249,,,SO 239,Ifremer,169,,,4964,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 169-Ifr-0540
1342,,sequence,,16S,MK970873,,,,Aurospio dibranchiata,Annelida,,,549_Aurospio_249,,,SO 239,Ifremer,180,,,4936,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 180-Ifr-0649
1343,,sequence,,16S,MK971031,,,,Prionospio sp. C,Annelida,,,558_Prionospio_29,,,SO 239,Ifremer,181,,,4896,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 181-Ifr-0656
1344,,sequence,,18S,MK971146,,,,Prionospio sp. C,Annelida,,,558_Prionospio_29,,,SO 239,Ifremer,181,,,4896,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 181-Ifr-0656
1345,,sequence,,COI,MK971209,,,,Prionospio sp. C,Annelida,,,558_Prionospio_29,,,SO 239,Ifremer,181,,,4896,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 181-Ifr-0656
1346,,sequence,,16S,MK971035,,,,Prionospio sp. C,Annelida,,,559_Prionospio_29,,,SO 239,Ifremer,181,,,4896,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 181-Ifr-0657
1347,,sequence,,18S,MK971148,,,,Prionospio sp. C,Annelida,,,559_Prionospio_29,,,SO 239,Ifremer,181,,,4896,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 181-Ifr-0657
1348,,sequence,,COI,MK971210,,,,Prionospio sp. C,Annelida,,,559_Prionospio_29,,,SO 239,Ifremer,181,,,4896,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 181-Ifr-0657
1349,,sequence,,16S,MK970905,,,,Prionospio sp. H,Annelida,,,560_Prionospio_73,,,SO 239,Ifremer,181,,,4896,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 181-Ifr-0658
1350,,sequence,,16S,MK971037,,,,Aurospio dibranchiata,Annelida,,,561_Aurospio_249,,,SO 239,Ifremer,181,,,4896,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 181-Ifr-0659
1351,,sequence,,16S,MK970935,,,,Aurospio sp. S,Annelida,,,574_Aurospio_80,,,SO 239,Ifremer,181,,,4896,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 181-Ifr-0669
1352,,sequence,,18S,MK971139,,,,Aurospio sp. S,Annelida,,,574_Aurospio_80,,,SO 239,Ifremer,181,,,4896,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 181-Ifr-0669
1353,,sequence,,16S,MK970851,,,,Prionospio sp. E,Annelida,,,576_Prionospio_14,,,SO 239,Ifremer,181,,,4896,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 181-Ifr-0671
1354,,sequence,,18S,MK971132,,,,Prionospio sp. E,Annelida,,,576_Prionospio_14,,,SO 239,Ifremer,181,,,4896,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 181-Ifr-0671
1355,,sequence,,16S,MK970931,,,,Prionospio sp. E,Annelida,,,578_Prionospio_14 ,,,SO 239,Ifremer,182,,,4957,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 182-Ifr-0673
1356,,sequence,,18S,MK971138,,,,Prionospio sp. E,Annelida,,,578_Prionospio_14 ,,,SO 239,Ifremer,182,,,4957,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 182-Ifr-0673
1357,,sequence,,16S,MK971101,,,,Aurospio dibranchiata,Annelida,,,581_Aurospio_249 ,,,SO 239,Ifremer,182,,,4957,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 182-Ifr-0676
1358,,sequence,,18S,MK971150,,,,Aurospio dibranchiata,Annelida,,,581_Aurospio_249 ,,,SO 239,Ifremer,182,,,4957,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 182-Ifr-0676
1359,,sequence,,16S,MK970916,,,,Aurospio sp. S,Annelida,,,591_Aurospio_80,,,SO 239,Ifremer,182,,,4957,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 182-Ifr-0686
1360,,sequence,,18S,MK971135,,,,Aurospio sp. S,Annelida,,,591_Aurospio_80,,,SO 239,Ifremer,182,,,4957,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 182-Ifr-0686
1361,,sequence,,16S,MN441510,,,,Aurospio sp. T,Annelida,,,NHM 091 Spionidae 997 16S,,,ABYSSLINE,UK-1,NA,,,4079,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1362,,sequence,,16S,MN441537,,,,Prionospio sp. C,Annelida,,,NHM 1002 Spionidae 1881 16S,,,ABYSSLINE,OMS,NA,,,4111,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1363,,sequence,,16S,MN441525,,,,Aurospio sp. T,Annelida,,,NHM 1025A Spionidae 2388 16S,,,ABYSSLINE,OMS,NA,,,4111,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1364,,sequence,,16S,MN441557,,,,Prionospio sp. A,Annelida,,,NHM 1025C Spionidae 2390 16S,,,ABYSSLINE,OMS,NA,,,4111,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1365,,sequence,,16S,MN441538,,,,Prionospio sp. C,Annelida,,,NHM 1099 Spionidae 2406 16S,,,ABYSSLINE,OMS,NA,,,4072,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1366,,sequence,,16S,MN441540,,,,Prionospio sp. C,Annelida,,,NHM 1174A Spionidae 2430 16S,,,ABYSSLINE,OMS,NA,,,4072,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1367,,sequence,,16S,MN441548,,,,Prionospio sp. E,Annelida,,,NHM 1325 Spionidae 2458 16S,,,ABYSSLINE,OMS,NA,,,4072,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1368,,sequence,,16S,MN441513,,,,Aurospio sp. T,Annelida,,,NHM 134 Annelida indet 977 16S,,,ABYSSLINE,UK-1,NA,,,4080,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1369,,sequence,,16S,MN441546,,,,Prionospio sp. E,Annelida,,,NHM 1343 Spionidae 2471 16S,,,ABYSSLINE,OMS,NA,,,4137,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1370,,sequence,,16S,MN441554,,,,Prionospio sp. H,Annelida,,,NHM 1347B Spionidae 2474 16S,,,ABYSSLINE,OMS,NA,,,4137,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1371,,sequence,,16S,MN441528,,,,Aurospio sp. T,Annelida,,,NHM 1347G Spionidae 2479 16S,,,ABYSSLINE,OMS,NA,,,4137,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1372,,sequence,,16S,MN441526,,,,Aurospio sp. T,Annelida,,,NHM 1351D Spionidae 2502 16S,,,ABYSSLINE,OMS,NA,,,4137,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1373,,sequence,,16S,MN441529,,,,Aurospio sp. T,Annelida,,,NHM 1351F Spionidae 2504 16Sf,,,ABYSSLINE,OMS,NA,,,4137,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1374,,sequence,,16S,MN441530,,,,Aurospio sp. T,Annelida,,,NHM 1390A Spionidae 2515 16S,,,ABYSSLINE,OMS,NA,,,4044,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1375,,sequence,,16S,MN441558,,,,Prionospio sp. A,Annelida,,,NHM 1415 Spionidae 2179 16S,,,ABYSSLINE,UK-1,NA,,,4130,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1376,,sequence,,16S,MN441559,,,,Prionospio sp. A,Annelida,,,NHM 1544 Prionospio 2177 16S,,,ABYSSLINE,UK-1,NA,,,4244,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1377,,sequence,,16S,MN441539,,,,Prionospio sp. C,Annelida,,,NHM 1545 Spionidae 1747 16S,,,ABYSSLINE,UK-1,NA,,,4244,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1378,,sequence,,16S,MN441556,,,,Prionospio sp. L,Annelida,,,NHM 1661 Spionidae 2575 16S,,,ABYSSLINE,UK-1,NA,,,4460,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1379,,sequence,,16S,MN441523,,,,Aurospio sp. T,Annelida,,,NHM 1668C Spionidae 2582 16S,,,ABYSSLINE,UK-1,NA,,,4460,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1380,,sequence,,16S,MN441514,,,,Aurospio sp. T,Annelida,,,NHM 176 Annelida 763 16S spionidae,,,ABYSSLINE,UK-1,NA,,,4082,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1381,,sequence,,16S,MN441524,,,,Aurospio sp. T,Annelida,,,NHM 1768 Spionidae 2608 16S,,,ABYSSLINE,OMS,NA,,,4047,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1382,,sequence,,16S,MN441544,,,,Prionospio sp. E,Annelida,,,NHM 1797F Spionidae 2675 16S,,,ABYSSLINE,OMS,NA,,,4047,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1383,,sequence,,16S,MN441527,,,,Aurospio sp. T,Annelida,,,NHM 1797J Spionidae 2679 16S,,,ABYSSLINE,OMS,NA,,,4047,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1384,,sequence,,16S,MN441534,,,,Prionospio sp. B,Annelida,,,NHM 1930 Spionidae 2660 16S,,,ABYSSLINE,OMS,NA,,,4161,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1385,,sequence,,16S,MN441519,,,,Aurospio sp. T,Annelida,,,NHM 2020 Spionidae 2716 16S,,,ABYSSLINE,OMS,NA,,,4223,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1386,,sequence,,16S,MN441520,,,,Aurospio sp. T,Annelida,,,NHM 2151 Spionidae 1924 16S,,,ABYSSLINE,APEI-6,NA,,,4026,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1387,,sequence,,16S,MN441521,,,,Aurospio sp. T,Annelida,,,NHM 2152 Spionidae 1926 16S,,,ABYSSLINE,APEI-6,NA,,,4026,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1388,,sequence,,16S,MN441532,,,,Aurospio dibranchiata,Annelida,,,NHM 2186 Annelida indet 1953 16S Aurospio,,,ABYSSLINE,APEI-6,NA,,,4115,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1389,,sequence,,16S,MN441516,,,,Prionospio sp. E,Annelida,,,NHM 227 Spionidae 1021 16S,,,ABYSSLINE,UK-1,NA,,,4072,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1390,,sequence,,16S,MN441517,,,,Prionospio sp. E,Annelida,,,NHM 266 Spionidae 1031 16S,,,ABYSSLINE,UK-1,NA,,,NA,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1391,,sequence,,16S,MN441518,,,,Prionospio sp. E,Annelida,,,NHM 301 Spionidae 1036 16S,,,ABYSSLINE,UK-1,NA,,,4110,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1392,,sequence,,16S,MN441512,,,,Aurospio sp. T,Annelida,,,NHM 322 Annelida frag 803 16S spionid,,,ABYSSLINE,UK-1,NA,,,4037,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1393,,sequence,,16S,MN441511,,,,Aurospio sp. T,Annelida,,,NHM 323 Aurospio sp 1042 16S,,,ABYSSLINE,UK-1,NA,,,4037,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1394,,sequence,,16S,MN441515,,,,Prionospio sp. B,Annelida,,,NHM 471 Spionidae sp 1144 16S,,,ABYSSLINE,UK-1,NA,,,4160,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1395,,sequence,,16S,MN441531,,,,Aurospio dibranchiata,Annelida,,,NHM 513 Spionidae 2245 16S,,,ABYSSLINE,UK-1,NA,,,4127,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1396,,sequence,,16S,MN441542,,,,Prionospio sp. F,Annelida,,,NHM 564 Spionidae 1913 16S,,,ABYSSLINE,UK-1,NA,,,4209,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1397,,sequence,,16S,MN441543,,,,Prionospio sp. E,Annelida,,,NHM 582 Spionidae 1928 16S,,,ABYSSLINE,UK-1,NA,,,4209,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1398,,sequence,,16S,MN441547,,,,Prionospio sp. E,Annelida,,,NHM 610 Spionidae 1942 16S,,,ABYSSLINE,UK-1,NA,,,4209,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1399,,sequence,,16S,MN441533,,,,Prionospio sp. B,Annelida,,,NHM 646 Spionidae 2283 16S,,,ABYSSLINE,UK-1,NA,,,4209,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1400,,sequence,,16S,MN441535,,,,Prionospio sp. B,Annelida,,,NHM 698 Spionidae 2292 16S messy,,,ABYSSLINE,UK-1,NA,,,4647,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1401,,sequence,,16S,MN441552,,,,Prionospio sp. H,Annelida,,,NHM 701 Spionidae 2294 16S,,,ABYSSLINE,UK-1,NA,,,4647,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1402,,sequence,,16S,MN441549,,,,Prionospio sp. E,Annelida,,,NHM 736 Spionidae 2304 16S,,,ABYSSLINE,UK-1,NA,,,4647,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1403,,sequence,,16S,MN441555,,,,Prionospio sp. K,Annelida,,,NHM 776 Spionidae 2323 16S,,,ABYSSLINE,UK-1,NA,,,4647,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1404,,sequence,,16S,MN441553,,,,Prionospio sp. H,Annelida,,,NHM 783G Spionidae sp 2343 16S,,,ABYSSLINE,UK-1,NA,,,4647,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1405,,sequence,,16S,MN441550,,,,Prionospio sp. E,Annelida,,,NHM 884 Spionidae 1961 16S,,,ABYSSLINE,UK-1,NA,,,4219,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1406,,sequence,,16S,MN441545,,,,Prionospio sp. E,Annelida,,,NHM 886 Spionidae 1964 16S,,,ABYSSLINE,UK-1,NA,,,4219,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1407,,sequence,,16S,MN441536,,,,Prionospio sp. C,Annelida,,,NHM 914 Spionidae 1888 16S,,,ABYSSLINE,UK-1,NA,,,4219,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1408,,sequence,,16S,MN441551,,,,Prionospio sp. E,Annelida,,,NHM 943 Spionidae 1891 16S,,,ABYSSLINE,UK-1,NA,,,4219,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1409,,sequence,,16S,MN441522,,,,Aurospio sp. T,Annelida,,,NHM 957C Spionidae 2378 16S,,,ABYSSLINE,UK-1,NA,,,4219,,,,Guggolz_etal_2020,,,Sample_ID_Bold: 
1410,,sequence,,COI,MW072421,BOLD:ADW6372,,,Eugerdella sp.11,Arthropoda,Desmosomatidae,ZMH K-57504,DesmJP001,,,JPIO (and DISCOL),GC,20,,,,,,,Brix_etal_2020,,,morphospecies
1411,,sequence,,16S,MN550181,BOLD:ADW6372,,,Eugerdella sp.11,Arthropoda,Desmosomatidae,ZMH K-57504,DesmJP001,,,JPIO (and DISCOL),GC,20,,,,,,,Brix_etal_2020,,,morphospecies
1412,,sequence,,COI,MW072492,BOLD:ADL5035,,,Mirabilicoxa sp.C,Arthropoda,Desmosomatidae,ZMH K-57505,DesmJP002,,,JPIO (and DISCOL),GC,20,,,,,,,Brix_etal_2020,,,morphospecies
1413,,sequence,,16S,MN550432,BOLD:ADL5035,,,Mirabilicoxa sp.C,Arthropoda,Desmosomatidae,ZMH K-57505,DesmJP002,,,JPIO (and DISCOL),GC,20,,,,,,,Brix_etal_2020,,,morphospecies
1414,,sequence,,COI,MW072382,BOLD:ADL5037,,,Mirabilicoxa sp.1,Arthropoda,Desmosomatidae,ZMH K-57506,DesmJP004,,,JPIO (and DISCOL),GC,20,,,,,,,Brix_etal_2020,,,morphospecies
1415,,sequence,,16S,MN550066,BOLD:ADL5037,,,Mirabilicoxa sp.1,Arthropoda,Desmosomatidae,ZMH K-57506,DesmJP004,,,JPIO (and DISCOL),GC,20,,,,,,,Brix_etal_2020,,,morphospecies
1416,,sequence,,COI,MW072416,BOLD:ADG0134,,,Eugerdella sp.9,Arthropoda,Desmosomatidae,ZMH K-57507,DesmJP005,,,JPIO (and DISCOL),GC,20,,,,,,,Brix_etal_2020,,,morphospecies
1417,,sequence,,16S,,BOLD:ADG0134,,,Eugerdella sp.9,Arthropoda,Desmosomatidae,ZMH K-57507,DesmJP005,,,JPIO (and DISCOL),GC,20,,,,,,,Brix_etal_2020,,,morphospecies
1418,,sequence,,COI,MW072471,BOLD:ADL5037,,,Mirabilicoxa sp.1,Arthropoda,Desmosomatidae,ZMH K-57508,DesmJP006,,,JPIO (and DISCOL),GC,20,,,,,,,Brix_etal_2020,,,morphospecies
1419,,sequence,,16S,MN550354,BOLD:ADL5037,,,Mirabilicoxa sp.1,Arthropoda,Desmosomatidae,ZMH K-57508,DesmJP006,,,JPIO (and DISCOL),GC,20,,,,,,,Brix_etal_2020,,,morphospecies
1420,,sequence,,COI,MW072503,BOLD:ADG0134,,,Eugerdella sp.9,Arthropoda,Desmosomatidae,ZMH K-57509,DesmJP007,,,JPIO (and DISCOL),GC,20,,,,,,,Brix_etal_2020,,,morphospecies
1421,,sequence,,16S,,BOLD:ADG0134,,,Eugerdella sp.9,Arthropoda,Desmosomatidae,ZMH K-57509,DesmJP007,,,JPIO (and DISCOL),GC,20,,,,,,,Brix_etal_2020,,,morphospecies
1422,,sequence,,COI,MW072442,,,,Eugerdella,Arthropoda,Desmosomatidae,ZMH K-57510,DesmJP008,,,JPIO (and DISCOL),GC,20,,,,,,,Brix_etal_2020,,,
1423,,sequence,,16S,MN550291,,,,Eugerdella,Arthropoda,Desmosomatidae,ZMH K-57510,DesmJP008,,,JPIO (and DISCOL),GC,20,,,,,,,Brix_etal_2020,,,
1424,,sequence,,COI,MW072369,BOLD:ADW6372,,,Eugerdella,Arthropoda,Desmosomatidae,ZMH K-57511,DesmJP009,,,JPIO (and DISCOL),GC,20,,,,,,,Brix_etal_2020,,,
1425,,sequence,,16S,MN550018,BOLD:ADW6372,,,Eugerdella,Arthropoda,Desmosomatidae,ZMH K-57511,DesmJP009,,,JPIO (and DISCOL),GC,20,,,,,,,Brix_etal_2020,,,
1426,,sequence,,COI,MW072372,BOLD:ADF9936,,,Prochelator,Arthropoda,Desmosomatidae,ZMH K-57512,DesmJP010,,,JPIO (and DISCOL),GC,20,,,,,,,Brix_etal_2020,,,
1427,,sequence,,16S,,BOLD:ADF9936,,,Prochelator,Arthropoda,Desmosomatidae,ZMH K-57512,DesmJP010,,,JPIO (and DISCOL),GC,20,,,,,,,Brix_etal_2020,,,
1428,,sequence,,COI,MW072389,BOLD:ADL5366,,,Mirabilicoxa sp.D,Arthropoda,Desmosomatidae,ZMH K-57513,DesmJP011,,,JPIO (and DISCOL),GC,20,,,,,,,Brix_etal_2020,,,morphospecies
1429,,sequence,,16S,,BOLD:ADL5366,,,Mirabilicoxa sp.D,Arthropoda,Desmosomatidae,ZMH K-57513,DesmJP011,,,JPIO (and DISCOL),GC,20,,,,,,,Brix_etal_2020,,,morphospecies
1430,,sequence,,COI,MW072497,BOLD:ADL4887,,,Disparella sp.1,Arthropoda,Desmosomatidae,ZMH K-57514,DesmJP012,,,JPIO (and DISCOL),GC,20,,,,,,,Brix_etal_2020,,,morphospecies
1431,,sequence,,16S,MN550451,BOLD:ADL4887,,,Disparella sp.1,Arthropoda,Desmosomatidae,ZMH K-57514,DesmJP012,,,JPIO (and DISCOL),GC,20,,,,,,,Brix_etal_2020,,,morphospecies
1432,,sequence,,COI,MW072388,BOLD:ADL4887,,,cf. Disparella sp.1,Arthropoda,Desmosomatidae,ZMH K-57515,DesmJP013,,,JPIO (and DISCOL),GC,20,,,,,,,Brix_etal_2020,,,morphospecies
1433,,sequence,,16S,MN550078,BOLD:ADL4887,,,cf. Disparella sp.1,Arthropoda,Desmosomatidae,ZMH K-57515,DesmJP013,,,JPIO (and DISCOL),GC,20,,,,,,,Brix_etal_2020,,,morphospecies
1434,,sequence,,COI,MW072420,BOLD:ACY9838,,,Mirabilicoxa sp.F,Arthropoda,Desmosomatidae,ZMH K-57516,DesmJP015,,,JPIO (and DISCOL),GC,24,,,,,,,Brix_etal_2020,,,morphospecies
1435,,sequence,,16S,MN550180,BOLD:ACY9838,,,Mirabilicoxa sp.F,Arthropoda,Desmosomatidae,ZMH K-57516,DesmJP015,,,JPIO (and DISCOL),GC,24,,,,,,,Brix_etal_2020,,,morphospecies
